stop_probability,estimator,seed,rmse,centered_rmse,multi_visit_fraction,spearman,sign_accuracy,sign_num_scored,sign_num_excluded,leakage_ratio,gradient_cosine,gradient_direction_bias,gradient_magnitude_error,gradient_variance
0.2,batch_centered_broadcast,1,0.9245235271035445,0.8714803005176068,1.0,0.47385757744633483,0.7473262032085561,1496,204,0.10251559312952288,0.9984696824771617,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,batch_centered_broadcast,2,0.8337500601340504,0.7939990039312695,1.0,0.47829738277075434,0.7631763879128601,1423,209,0.09771914132308758,0.9902376840093245,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,batch_centered_broadcast,3,0.8655553774045823,0.8244329942066533,1.0,0.440545217943895,0.7442014579191517,1509,224,0.099959173209356,0.9960331925834077,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,batch_centered_broadcast,4,0.9458075712244902,0.8948958841594568,1.0,0.4636532933553431,0.7434343434343434,1485,200,0.09885872012155335,0.9981019573500592,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,batch_centered_broadcast,5,0.859786811002225,0.8099887933878818,1.0,0.5032009468957739,0.7645027624309392,1448,205,0.10329878931457008,0.980640455591189,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,batch_centered_broadcast,6,0.9528046799509159,0.905029475858046,1.0,0.4461212800956643,0.7382234185733513,1486,203,0.095706735978361,0.9888321657621776,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,batch_centered_broadcast,7,0.8965774223283159,0.8446683399951015,1.0,0.4973591087149423,0.756046993780235,1447,191,0.10051345132724307,0.9941795707464507,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,batch_centered_broadcast,8,0.9043897827481313,0.8590324431594069,1.0,0.4764458900963223,0.7526132404181185,1435,195,0.09575315195689674,0.9981393268198454,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,batch_centered_broadcast,9,1.00247463533938,0.9462163801567667,1.0,0.44646609701250267,0.7346534653465346,1515,202,0.0988639464829107,0.986860623149805,0.9998555161088538,0.020687010704461276,0.004596544973143124
0.2,turn_loo,0,0.84429516046051,0.8433470564500188,1.0,0.44331188364921903,0.7534699272967614,1513,215,0.0,0.9888492808623682,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,1,0.8721346464515001,0.871875222178024,1.0,0.44895093544117654,0.7473262032085561,1496,204,0.0,0.9986371143857756,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,2,0.79667640563316,0.7944651718147476,1.0,0.43802994023854747,0.7631763879128601,1423,209,0.0,0.9892212877928767,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,3,0.8260014038918188,0.8248005568449551,1.0,0.41013668102900624,0.7442014579191517,1509,224,0.0,0.9973629213320085,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,4,0.8959379997480325,0.8953293460024822,1.0,0.45569310394052204,0.7434343434343434,1485,200,0.0,0.9978149227701392,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,5,0.812212458829868,0.8104111997184619,1.0,0.4593509033981862,0.7645027624309392,1448,205,0.0,0.9819293027049366,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,6,0.9066019505970041,0.9054791244046347,1.0,0.43474311552645767,0.7382234185733513,1486,203,0.0,0.9902681050376925,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,7,0.845545006510238,0.8451056513779072,1.0,0.4826505565497124,0.756046993780235,1447,191,0.0,0.9955636316516717,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,8,0.8596911428737835,0.8595202120552948,1.0,0.4558643312331729,0.7526132404181185,1435,195,0.0,0.9981589979323474,0.999888655842606,0.017714007023368495,0.004472686792953186
0.2,turn_loo,9,0.9497149967087689,0.9466475982513244,1.0,0.45153713891004327,0.7716171617161716,1515,202,0.0,0.9861471739096667,0.999888655842606,0.017714007023368495,0.004472686792953186
0.35,oracle_advantage,0,0.0,0.0,1.0,1.0,1.0,1201,90,0.0,0.9995757427942948,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,1,0.0,0.0,1.0,1.0,1.0,1150,87,0.0,0.999899209419746,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,2,0.0,0.0,1.0,1.0,1.0,1204,105,0.0,0.9996434971111713,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,3,0.0,0.0,1.0,1.0,1.0,1158,83,0.0,0.9994957517347307,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,4,0.0,0.0,1.0,1.0,1.0,1167,95,0.0,0.999953904653063,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,5,0.0,0.0,1.0,1.0,1.0,1150,93,0.0,0.9990985061343071,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,6,0.0,0.0,1.0,1.0,1.0,1174,85,0.0,0.9994722021755862,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,7,0.0,0.0,1.0,1.0,1.0,1145,79,0.0,0.9995290189946225,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,8,0.0,0.0,1.0,1.0,1.0,1172,101,0.0,0.9993123410394369,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,oracle_advantage,9,0.0,0.0,1.0,1.0,1.0,1215,90,0.0,0.9981033246636348,0.999987526031238,0.005827037354479411,0.00040260942493764525
0.35,batch_centered_broadcast,0,0.9158495457565723,0.8494877092656166,1.0,0.5680375505349863,0.6694421315570358,1201,90,0.06720393256651504,0.9995812687692657,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,1,0.9465774027260361,0.8744370486104515,1.0,0.5875532737946086,0.7026086956521739,1150,87,0.06135633776162472,0.9994492226518072,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,2,0.924545843214175,0.8569026103477682,1.0,0.5542758952285057,0.6669435215946844,1204,105,0.06974762734941864,0.9985905312424042,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,3,0.9025971310131817,0.8323174907782754,1.0,0.5852022662456017,0.6778929188255614,1158,83,0.06167043804196799,0.9994953905219095,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,4,0.9257714528601888,0.8569005224829722,1.0,0.5785352044826625,0.6872322193658955,1167,95,0.0654544001273649,0.9999009040135982,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,5,0.8965940237366111,0.8313472245525348,1.0,0.5978969302055512,0.6965217391304348,1150,93,0.06656816390804374,0.995476401626776,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,6,0.9320689261613462,0.8651576131498542,1.0,0.5846303400138143,0.6950596252129472,1174,85,0.06417566726532448,0.9996979164360852,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,7,0.914170827910213,0.846661613937499,1.0,0.6006724412823333,0.7030567685589519,1145,79,0.06101056276779319,0.9987901837258994,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,8,0.9330206642618459,0.8610450288648154,1.0,0.563751029470609,0.6783276450511946,1172,101,0.06557758130012478,0.9994337724393885,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,batch_centered_broadcast,9,0.9392325745958264,0.8719702721371136,1.0,0.5607649674230496,0.671604938271605,1215,90,0.06721119531729933,0.9980172643036679,0.9999589946117828,0.011534012509438918,0.0009768244208095734
0.35,turn_loo,0,0.8507441777838226,0.8503959933446407,1.0,0.6293924695962498,0.8093255620316403,1201,90,0.0,0.9994323669204767,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,1,0.8762213339362632,0.8756060207259098,1.0,0.6225548820732313,0.8034782608695652,1150,87,0.0,0.9990748800688529,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,2,0.8590140500589569,0.8578379050946592,1.0,0.5789417136812534,0.7267441860465116,1204,105,0.0,0.9978996390013708,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,3,0.8333565479287098,0.8333255733684827,1.0,0.6371657386555705,0.8177892918825561,1158,83,0.0,0.9995710514400271,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,4,0.8582416793704248,0.857963015069113,1.0,0.611019190800797,0.7420736932305055,1167,95,0.0,0.9998632290446867,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,5,0.8338454238386711,0.8324249026391687,1.0,0.60156976198456,0.7495652173913043,1150,93,0.0,0.9975822731028382,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,6,0.8669381833712171,0.8662091352648795,1.0,0.6254438942998897,0.8109028960817717,1174,85,0.0,0.9997377154910795,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,7,0.8485930246898182,0.8477776685514742,1.0,0.6332354489534591,0.8200873362445414,1145,79,0.0,0.9989419937642522,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,8,0.8631419940846141,0.8620985348407778,1.0,0.578477568929652,0.7329351535836177,1172,101,0.0,0.9994623939002423,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.35,turn_loo,9,0.8739255199719037,0.8728796326195432,1.0,0.622097155892477,0.8065843621399177,1215,90,0.0,0.9981527297396265,0.999984515121874,0.008040763654642966,0.0007829070471386581
0.5,oracle_advantage,0,0.0,0.0,1.0,1.0,1.0,950,32,0.0,0.9997461305733858,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,1,0.0,0.0,1.0,1.0,1.0,942,24,0.0,0.9999939164735646,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,2,0.0,0.0,1.0,1.0,1.0,942,43,0.0,0.99950647322472,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,3,0.0,0.0,1.0,1.0,1.0,954,32,0.0,0.9999621808331477,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,4,0.0,0.0,1.0,1.0,1.0,934,35,0.0,0.9998645228549279,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,5,0.0,0.0,1.0,1.0,1.0,901,23,0.0,0.9988329833241832,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,6,0.0,0.0,1.0,1.0,1.0,911,23,0.0,0.9994427337185435,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,7,0.0,0.0,1.0,1.0,1.0,913,26,0.0,0.9997198732831777,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,8,0.0,0.0,1.0,1.0,1.0,917,36,0.0,0.9997340187309218,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,oracle_advantage,9,0.0,0.0,1.0,1.0,1.0,961,35,0.0,0.9998794458934493,0.9999658258591329,0.008498710790842382,0.00022772875000000038
0.5,batch_centered_broadcast,0,0.8119103379469663,0.6679113237674392,1.0,0.6807413736111475,0.7526315789473684,950,32,0.029593359364199517,0.9973085301578501,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,1,0.8839323158073699,0.7038046263917103,1.0,0.690879611487716,0.7653927813163482,942,24,0.021189525746057054,0.9958251027873657,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,2,0.8814739155577778,0.724185669934411,1.0,0.6628599703745881,0.7473460721868365,942,43,0.03328086545867449,0.9991957752206674,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,3,0.8499557775523781,0.6982542667215088,1.0,0.6760453424057569,0.7557651991614256,954,32,0.028508039301042495,0.9999518662547552,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,4,0.8784189047311809,0.7187255078560075,1.0,0.6811799264029508,0.7708779443254818,934,35,0.028980207715702536,0.9999192034737241,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,5,0.801081984664382,0.6421461431114416,1.0,0.7159415441642645,0.802441731409545,901,23,0.02188952931135398,0.9968392097268279,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,6,0.8365768933576739,0.6629065949863613,1.0,0.7114605420879067,0.7826564215148188,911,23,0.020886545820693166,0.9995646072600269,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,7,0.8473202375092052,0.6763941148779602,1.0,0.7060586034293006,0.7809419496166484,913,26,0.02293727602856679,0.9997826551548662,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,8,0.8086221243506712,0.6599132434174616,1.0,0.6927624039923203,0.7666303162486369,917,36,0.031025567365343378,0.9930039057875091,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,batch_centered_broadcast,9,0.8550111478477921,0.7079603404165523,1.0,0.6685933821661867,0.7533818938605619,961,35,0.030755060556971907,0.9997609033645266,0.9998030205143058,0.020155171154092197,0.001779222848823913
0.5,turn_loo,0,0.6716565616113405,0.6694129873171103,1.0,0.7335673677187745,0.9063157894736842,950,32,0.0,0.9981739515703242,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,1,0.7114327344509057,0.7055025298441027,1.0,0.7257836232190394,0.9076433121019108,942,24,0.0,0.9969440797871374,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,2,0.731737370563451,0.7258923476651906,1.0,0.695506955426978,0.8789808917197452,942,43,0.0,0.9971685063691932,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,3,0.7002085525856704,0.6998506172412098,1.0,0.7238070241875696,0.90041928721174,954,32,0.0,0.9998230936399071,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,4,0.7209598230808963,0.7205616707283058,1.0,0.7145352381675779,0.8907922912205567,934,35,0.0,0.9997537982999856,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,5,0.6454259641870819,0.6440719360185174,1.0,0.7581652740770717,0.9200887902330743,901,23,0.0,0.9983251136356336,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,6,0.6666958304011951,0.6647232910271155,1.0,0.7555847444402427,0.9165751920965971,911,23,0.0,0.9985729935166334,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,7,0.6790807857120003,0.6782417080605414,1.0,0.7440104661680618,0.9101861993428259,913,26,0.0,0.9993969694766482,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,8,0.6699007338397998,0.6615890100284292,1.0,0.7296330127282376,0.8996728462377317,917,36,0.0,0.9952197240636133,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.5,turn_loo,9,0.7104028764945357,0.7095453643786721,1.0,0.7157648315587962,0.894901144640999,961,35,0.0,0.9993775577324888,0.9999146123631947,0.013878333677773379,0.0015333671752525038
0.65,oracle_advantage,0,0.0,0.0,1.0,1.0,1.0,779,6,0.0,0.9999408629528761,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,1,0.0,0.0,1.0,1.0,1.0,768,7,0.0,0.9999736407792609,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,2,0.0,0.0,1.0,1.0,1.0,771,11,0.0,0.9997076990183401,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,3,0.0,0.0,1.0,1.0,1.0,760,10,0.0,0.9999025512205122,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,4,0.0,0.0,1.0,1.0,1.0,767,9,0.0,0.9996976948942025,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,5,0.0,0.0,1.0,1.0,1.0,756,5,0.0,0.9997279588736132,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,6,0.0,0.0,1.0,1.0,1.0,738,8,0.0,0.9999827074417758,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,7,0.0,0.0,1.0,1.0,1.0,739,2,0.0,0.999386796455608,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,8,0.0,0.0,1.0,1.0,1.0,754,7,0.0,0.9999327748514267,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,oracle_advantage,9,0.0,0.0,1.0,1.0,1.0,761,10,0.0,0.9998821999722409,0.9999968627384725,0.0025937744558194534,0.000269265751269687
0.65,batch_centered_broadcast,0,0.8001006779912306,0.48238587435358915,1.0,0.8200979312222186,0.8446726572528883,779,6,0.005341774656175686,0.9994358561263332,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,1,0.8180219524249596,0.49723096077331475,1.0,0.8204680069795102,0.8567708333333334,768,7,0.006010883926853818,0.9990177448911999,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,2,0.8084464455979192,0.5152895948785403,1.0,0.805528580474945,0.8391699092088197,771,11,0.009275495046611302,0.9998853537707377,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,3,0.7917607721033191,0.49367084891329355,1.0,0.8186591842325629,0.8421052631578947,760,10,0.00844145331748507,0.9997894992508889,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,4,0.84862560740244,0.5294387327607144,1.0,0.8103906327029237,0.8565840938722294,767,9,0.007389162561479247,0.9972810191106515,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,5,0.7496932890235876,0.4299356055429987,1.0,0.8467233352918047,0.8558201058201058,756,5,0.004535140904044946,0.9993234318936133,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,6,0.8055864504826212,0.4813984872062761,1.0,0.8402004135116057,0.8550135501355014,738,8,0.006477347145227407,0.9996831323553899,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,7,0.7748992357110789,0.41076420335969976,1.0,0.871370811608969,0.8673883626522327,739,2,0.0017407237745971978,0.9997102119104829,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,8,0.7764343328578986,0.4664687948177071,1.0,0.8290745905418757,0.8806366047745358,754,7,0.006246006949508469,0.9994028581467299,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,batch_centered_broadcast,9,0.7983897228495074,0.4994426583188415,1.0,0.8166052870471584,0.8462549277266754,761,10,0.008438674701756337,0.9999262856855696,0.9999326309882053,0.011689237225104827,0.000916559678693618
0.65,turn_loo,0,0.4879500715677769,0.4845569566576104,1.0,0.8367584645106348,0.962772785622593,779,6,0.0,0.9996529422311249,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,1,0.5013874294111778,0.4997090043994507,1.0,0.8326233731952672,0.9583333333333334,768,7,0.0,0.9995234527532723,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,2,0.5201185858042819,0.5176763315282672,1.0,0.7966094394670704,0.953307392996109,771,11,0.0,0.9991906092384476,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,3,0.49908462422852073,0.4960517687973631,1.0,0.7958841341900044,0.9578947368421052,760,10,0.0,0.9991355489131246,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,4,0.5333669441975339,0.5321227069462696,1.0,0.8154044934111109,0.9504563233376793,767,9,0.0,0.9992140866624385,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,5,0.43328735487904346,0.43213819555417315,1.0,0.847585467303368,0.9722222222222222,756,5,0.0,0.9997792711899851,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,6,0.48720140303189313,0.4840612183961838,1.0,0.8048510730018222,0.9607046070460704,738,8,0.0,0.9999173641039812,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,7,0.4257108639674667,0.41297607840807077,1.0,0.8660983144887104,0.9756427604871448,739,2,0.0,0.9980990818417914,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,8,0.47030467395627124,0.46928327221745547,1.0,0.851472802355927,0.9628647214854111,754,7,0.0,0.9996230641660013,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.65,turn_loo,9,0.5039188214121401,0.5019010393904666,1.0,0.803314010094203,0.9566360052562418,761,10,0.0,0.9994557889980756,0.9999864959614007,0.005216138889585019,0.0008461575920117941
0.8,oracle_advantage,0,0.0,0.0,1.0,1.0,1.0,627,0,0.0,0.9999151219519233,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,1,0.0,0.0,0.9984447900466563,1.0,1.0,642,1,0.0,0.9998633915461318,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,2,0.0,0.0,1.0,1.0,1.0,637,0,0.0,0.999899251604295,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,3,0.0,0.0,1.0,1.0,1.0,624,2,0.0,0.9995218766343815,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,4,0.0,0.0,1.0,1.0,1.0,633,2,0.0,0.9998412570427904,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,5,0.0,0.0,0.9983766233766234,1.0,1.0,616,0,0.0,0.9997356700359152,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,6,0.0,0.0,1.0,1.0,1.0,628,2,0.0,0.999479509684081,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,7,0.0,0.0,1.0,1.0,1.0,621,0,0.0,0.9996622204844624,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,8,0.0,0.0,0.9984101748807631,1.0,1.0,628,1,0.0,0.9999252505566995,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,oracle_advantage,9,0.0,0.0,1.0,1.0,1.0,622,2,0.0,0.9998885014262613,0.9999664507594335,0.010612018549336877,0.0005538325022719961
0.8,batch_centered_broadcast,0,0.6941144575032983,0.23757132430133615,1.0,0.8046833013386127,0.9330143540669856,627,0,0.0,0.9995112199381987,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,1,0.7333801696292923,0.2902956588424211,0.9984447900466563,0.7964573258349754,0.9345794392523364,642,1,0.0007862907018155337,0.998982345349372,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,2,0.6805625469747313,0.21551217883593052,1.0,0.8414536796182882,0.9419152276295133,637,0,0.0,0.9998432337365201,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,3,0.6481454057039622,0.2584459002199203,1.0,0.7681204837466257,0.9102564102564102,624,2,0.001552459370724606,0.997996996460188,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,4,0.7090373039776586,0.29177385479828205,1.0,0.8129420663282974,0.9399684044233807,633,2,0.0015723458681709775,0.999958214890871,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,5,0.6375607769424659,0.1768546839179838,0.9983766233766234,0.8565847754162613,0.9464285714285714,616,0,0.0,0.9989468318282287,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,6,0.6977104092335558,0.2956742999986444,1.0,0.7584727119450692,0.9156050955414012,628,2,0.0015111515702888544,0.9988822351752598,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,7,0.7360740661247139,0.2708537077945238,1.0,0.777594010567947,0.9371980676328503,621,0,0.0,0.9947212023280125,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,8,0.714451277427915,0.27590338710199286,0.9984101748807631,0.8074465202666024,0.9410828025477707,628,1,0.0007707598068887858,0.9994190345155308,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,batch_centered_broadcast,9,0.6742682524716407,0.2681700437775302,1.0,0.8201089492253113,0.9389067524115756,622,2,0.0015641476273822218,0.9996520076407537,0.9998902062619629,0.015653745528168707,0.001367713926148035
0.8,turn_loo,0,0.24449448429633122,0.2394943882529327,1.0,0.9588953635732276,0.9872408293460925,627,0,0.0,0.9997829176731731,0.9999616755002689,0.00940345338792455,0.0012191133880034891
0.8,turn_loo,1,0.2974700968715001,0.29365593883736835,0.9984447900466563,0.8561136634563528,0.9875389408099688,642,1,0.0,0.9996876964219459,0.9999616755002689,0.00940345338792455,0.0012191133880034891
0.8,turn_loo,2,0.22631326833073737,0.21723857095176172,1.0,0.9710948948631584,0.9905808477237049,637,0,0.0,0.999888558679847,0.9999616755002689,0.00940345338792455,0.0012191133880034891
0.8,turn_loo,3,0.29758023471919104,0.25992380294146383,1.0,0.958490890220021,0.9487179487179487,624,2,0.0,0.9951582098482691,0.9999616755002689,0.00940345338792455,0.0012191133880034891
0.8,turn_loo,4,0.3004548407959217,0.29646953900041273,1.0,0.9376564648863875,0.9873617693522907,633,2,0.0,0.999839688235314,0.9999616755002689,0.00940345338792455,0.0012191133880034891
0.8,turn_loo,5,0.18288458997741164,0.1779929650618411,0.9983766233766234,0.9883056984393767,0.9967532467532467,616,0,0.0,0.9997482880084422,0.9999616755002689,0.00940345338792455,0.0012191133880034891
