horizon,stop_rewards,continue_reward,batch_size,stop_probability,estimator,num_seeds,timestep,credit_bias,credit_variance,step_count
3,0|2|1,0,32,0.65,batch_centered_broadcast,200,1,1.07793472896,0.239936835022,2222
3,0|2|1,0,32,0.65,batch_centered_broadcast,200,2,0.434118450247,0.0198504169249,756
3,0|2|1,0,32,0.65,turn_loo,200,0,0.004640625,0.726701352758,6400
3,0|2|1,0,32,0.65,turn_loo,200,1,-0.00976597659766,0.241313321087,2222
3,0|2|1,0,32,0.65,turn_loo,200,2,0.0304232804233,0.0294977044316,756
3,0|2|1,0,32,0.8,oracle_advantage,200,0,0,0.517792183594,6400
3,0|2|1,0,32,0.8,oracle_advantage,200,1,0,0.161123233926,1278
3,0|2|1,0,32,0.8,oracle_advantage,200,2,0,0,258
3,0|2|1,0,32,0.8,batch_centered_broadcast,200,0,0.0005625,0.568074921956,6400
3,0|2|1,0,32,0.8,batch_centered_broadcast,200,1,1.44500984401,0.176711515922,1278
3,0|2|1,0,32,0.8,batch_centered_broadcast,200,2,0.645661415354,0.0160198839407,258
3,0|2|1,0,32,0.8,turn_loo,200,0,0.0005625,0.568074921956,6400
3,0|2|1,0,32,0.8,turn_loo,200,1,0.00344287949922,0.195317899429,1278
3,0|2|1,0,32,0.8,turn_loo,200,2,0.302325581395,0.210924824229,258
3,0|2|1,0,128,0.2,oracle_advantage,200,0,0,0.230332491211,25600
3,0|2|1,0,128,0.2,oracle_advantage,200,1,0,0.158753648439,20482
3,0|2|1,0,128,0.2,oracle_advantage,200,2,0,0,16428
3,0|2|1,0,128,0.2,batch_centered_broadcast,200,0,-9.37499999998e-05,0.359308078616,25600
3,0|2|1,0,128,0.2,batch_centered_broadcast,200,1,0.241535221631,0.161556461794,20482
3,0|2|1,0,128,0.2,batch_centered_broadcast,200,2,0.0415767970567,0.00286159071692,16428
3,0|2|1,0,128,0.2,turn_loo,200,0,-9.37499999998e-05,0.359308078616,25600
3,0|2|1,0,128,0.2,turn_loo,200,1,0.00207011034079,0.160227765394,20482
3,0|2|1,0,128,0.2,turn_loo,200,2,0,0,16428
3,0|2|1,0,128,0.35,oracle_advantage,200,0,0,0.415932220322,25600
3,0|2|1,0,128,0.35,oracle_advantage,200,1,0,0.227657162161,16578
3,0|2|1,0,128,0.35,oracle_advantage,200,2,0,0,10767
3,0|2|1,0,128,0.35,batch_centered_broadcast,200,0,0.00326953125,0.568243226486,25600
3,0|2|1,0,128,0.35,batch_centered_broadcast,200,1,0.475527807938,0.232003978554,16578
3,0|2|1,0,128,0.35,batch_centered_broadcast,200,2,0.125440888571,0.00425154738269,10767
3,0|2|1,0,128,0.35,turn_loo,200,0,0.00326953125,0.568243226486,25600
3,0|2|1,0,128,0.35,turn_loo,200,1,-0.00052479189287,0.230312280814,16578
3,0|2|1,0,128,0.35,turn_loo,200,2,0,0,10767
3,0|2|1,0,128,0.5,oracle_advantage,200,0,0,0.562439269638,25600
3,0|2|1,0,128,0.5,oracle_advantage,200,1,0,0.249993815942,12667
3,0|2|1,0,128,0.5,oracle_advantage,200,2,0,0,6302
3,0|2|1,0,128,0.5,batch_centered_broadcast,200,0,0.00779296875,0.692993365987,25600
3,0|2|1,0,128,0.5,batch_centered_broadcast,200,1,0.755838688041,0.256367495447,12667
3,0|2|1,0,128,0.5,batch_centered_broadcast,200,2,0.255376995679,0.0058767214758,6302
3,0|2|1,0,128,0.5,turn_loo,200,0,0.00779296875,0.692993365987,25600
3,0|2|1,0,128,0.5,turn_loo,200,1,-0.00248677666377,0.253783550191,12667
3,0|2|1,0,128,0.5,turn_loo,200,2,0,0,6302
3,0|2|1,0,128,0.65,oracle_advantage,200,0,0,0.61695256033,25600
3,0|2|1,0,128,0.65,oracle_advantage,200,1,0,0.224042202482,8885
3,0|2|1,0,128,0.65,oracle_advantage,200,2,0,0,3011
3,0|2|1,0,128,0.65,batch_centered_broadcast,200,0,0.004833984375,0.708754107508,25600
3,0|2|1,0,128,0.65,batch_centered_broadcast,200,1,1.07355292251,0.230110880061,8885
3,0|2|1,0,128,0.65,batch_centered_broadcast,200,2,0.422511159868,0.00542081452823,3011
3,0|2|1,0,128,0.65,turn_loo,200,0,0.004833984375,0.708754107508,25600
3,0|2|1,0,128,0.65,turn_loo,200,1,-0.0111142374789,0.229218860892,8885
3,0|2|1,0,128,0.65,turn_loo,200,2,0,0,3011
3,0|2|1,0,128,0.8,oracle_advantage,200,0,0,0.51588867865,25600
3,0|2|1,0,128,0.8,oracle_advantage,200,1,0,0.15971670291,5087
3,0|2|1,0,128,0.8,oracle_advantage,200,2,0,0,1015
3,0|2|1,0,128,0.8,batch_centered_broadcast,200,0,0.0023203125,0.55187519375,25600
3,0|2|1,0,128,0.8,batch_centered_broadcast,200,1,1.4414002653,0.163704440827,5087
3,0|2|1,0,128,0.8,batch_centered_broadcast,200,2,0.642341259067,0.00457882697706,1015
3,0|2|1,0,128,0.8,turn_loo,200,0,0.0023203125,0.55187519375,25600
3,0|2|1,0,128,0.8,turn_loo,200,1,-0.000471790839394,0.166106991725,5087
3,0|2|1,0,128,0.8,turn_loo,200,2,0.00788177339901,0.0078196510471,1015
3,0|2|1,0,500,0.2,oracle_advantage,200,0,0,0.230348154816,100000
3,0|2|1,0,500,0.2,oracle_advantage,200,1,0,0.159141526782,80006
3,0|2|1,0,500,0.2,oracle_advantage,200,2,0,0,64119
3,0|2|1,0,500,0.2,batch_centered_broadcast,200,0,-7.2e-05,0.35786464713,100000
3,0|2|1,0,500,0.2,batch_centered_broadcast,200,1,0.241130482348,0.159750503639,80006
3,0|2|1,0,500,0.2,batch_centered_broadcast,200,2,0.0411809129574,0.000691525297305,64119
3,0|2|1,0,500,0.2,turn_loo,200,0,-7.2e-05,0.35786464713,100000
3,0|2|1,0,500,0.2,turn_loo,200,1,0.00142739294553,0.159480288236,80006
3,0|2|1,0,500,0.2,turn_loo,200,2,0,0,64119
3,0|2|1,0,500,0.35,oracle_advantage,200,0,0,0.415158246268,100000
3,0|2|1,0,500,0.35,oracle_advantage,200,1,0,0.227692112159,64901
3,0|2|1,0,500,0.35,oracle_advantage,200,2,0,0,42144
3,0|2|1,0,500,0.35,batch_centered_broadcast,200,0,0.0013365,0.564567933462,100000
3,0|2|1,0,500,0.35,batch_centered_broadcast,200,1,0.473514250887,0.228789600567,64901
3,0|2|1,0,500,0.35,batch_centered_broadcast,200,2,0.123446209047,0.00101473230338,42144
3,0|2|1,0,500,0.35,turn_loo,200,0,0.0013365,0.564567933462,100000
3,0|2|1,0,500,0.35,turn_loo,200,1,-0.000641746660298,0.228364151381,64901
3,0|2|1,0,500,0.35,turn_loo,200,2,0,0,42144
3,0|2|1,0,500,0.5,oracle_advantage,200,0,0,0.562499691975,100000
3,0|2|1,0,500,0.5,oracle_advantage,200,1,0,0.249998853404,49963
3,0|2|1,0,500,0.5,oracle_advantage,200,2,0,0,24928
3,0|2|1,0,500,0.5,batch_centered_broadcast,200,0,0.000555,0.689596427324,100000
3,0|2|1,0,500,0.5,batch_centered_broadcast,200,1,0.750044391567,0.251337025726,49963
3,0|2|1,0,500,0.5,batch_centered_broadcast,200,2,0.250088752601,0.00137299887619,24928
3,0|2|1,0,500,0.5,turn_loo,200,0,0.000555,0.689596427324,100000
3,0|2|1,0,500,0.5,turn_loo,200,1,-0.00107079238637,0.250925160385,49963
3,0|2|1,0,500,0.5,turn_loo,200,2,0,0,24928
3,0|2|1,0,500,0.65,oracle_advantage,200,0,0,0.618869519459,100000
3,0|2|1,0,500,0.65,oracle_advantage,200,1,0,0.226723645983,34939
3,0|2|1,0,500,0.65,oracle_advantage,200,2,0,0,12139
3,0|2|1,0,500,0.65,batch_centered_broadcast,200,0,0.0010065,0.701426440054,100000
3,0|2|1,0,500,0.65,batch_centered_broadcast,200,1,1.07266369655,0.228018946077,34939
3,0|2|1,0,500,0.65,batch_centered_broadcast,200,2,0.422813664234,0.00142406138696,12139
3,0|2|1,0,500,0.65,turn_loo,200,0,0.0010065,0.701426440054,100000
3,0|2|1,0,500,0.65,turn_loo,200,1,-0.00256590056956,0.227885844947,34939
3,0|2|1,0,500,0.65,turn_loo,200,2,0,0,12139
3,0|2|1,0,500,0.8,oracle_advantage,200,0,0,0.519507027323,100000
3,0|2|1,0,500,0.8,oracle_advantage,200,1,0,0.161269856901,20057
3,0|2|1,0,500,0.8,oracle_advantage,200,2,0,0,4054
3,0|2|1,0,500,0.8,batch_centered_broadcast,200,0,-0.001026,0.551753326292,100000
3,0|2|1,0,500,0.8,batch_centered_broadcast,200,1,1.43946380071,0.162324652298,20057
3,0|2|1,0,500,0.8,batch_centered_broadcast,200,2,0.639484197799,0.00108623037657,4054
3,0|2|1,0,500,0.8,turn_loo,200,0,-0.001026,0.551753326292,100000
3,0|2|1,0,500,0.8,turn_loo,200,1,0.00212394675176,0.162856728625,20057
3,0|2|1,0,500,0.8,turn_loo,200,2,0,0,4054
5,0|2|1|3|0,0,2,0.2,oracle_advantage,200,0,0,0.16137916,400
5,0|2|1|3|0,0,2,0.2,oracle_advantage,200,1,0,0.285564422467,305
5,0|2|1|3|0,0,2,0.2,oracle_advantage,200,2,0,0.0242196571272,242
5,0|2|1|3|0,0,2,0.2,oracle_advantage,200,3,0,1.22445824422,197
5,0|2|1|3|0,0,2,0.2,oracle_advantage,200,4,0,0,165
5,0|2|1|3|0,0,2,0.2,batch_centered_broadcast,200,0,0.0354,2.095,400
5,0|2|1|3|0,0,2,0.2,batch_centered_broadcast,200,1,0.171672131148,2.30518677775,305
5,0|2|1|3|0,0,2,0.2,batch_centered_broadcast,200,2,-0.143140495868,2.15968854586,242
5,0|2|1|3|0,0,2,0.2,batch_centered_broadcast,200,3,-0.100507614213,2.33018114355,197
5,0|2|1|3|0,0,2,0.2,batch_centered_broadcast,200,4,-0.721212121212,1.03742883379,165
5,0|2|1|3|0,0,2,0.2,turn_loo,200,0,0.0354,2.095,400
5,0|2|1|3|0,0,2,0.2,turn_loo,200,1,0.171672131148,2.30518677775,305
5,0|2|1|3|0,0,2,0.2,turn_loo,200,2,0.203966942149,1.69619561505,242
5,0|2|1|3|0,0,2,0.2,turn_loo,200,3,0.386802030457,1.84364451545,197
5,0|2|1|3|0,0,2,0.2,turn_loo,200,4,0,0,165
5,0|2|1|3|0,0,2,0.35,oracle_advantage,200,0,0,0.442924175181,400
5,0|2|1|3|0,0,2,0.35,oracle_advantage,200,1,0,0.198948479774,248
5,0|2|1|3|0,0,2,0.35,oracle_advantage,200,2,0,0.000538466738778,172
5,0|2|1|3|0,0,2,0.35,oracle_advantage,200,3,0,2.1717897156,118
5,0|2|1|3|0,0,2,0.35,oracle_advantage,200,4,0,0,70
5,0|2|1|3|0,0,2,0.35,batch_centered_broadcast,200,0,0.04113375,2.4,400
5,0|2|1|3|0,0,2,0.35,batch_centered_broadcast,200,1,0.578423387097,2.39384430281,248
5,0|2|1|3|0,0,2,0.35,batch_centered_broadcast,200,2,0.195872093023,2.55394808004,172
5,0|2|1|3|0,0,2,0.35,batch_centered_broadcast,200,3,0.0923728813559,3.12589773054,118
5,0|2|1|3|0,0,2,0.35,batch_centered_broadcast,200,4,-0.885714285714,1.12979591837,70
5,0|2|1|3|0,0,2,0.35,turn_loo,200,0,0.04113375,2.4,400
5,0|2|1|3|0,0,2,0.35,turn_loo,200,1,0.578423387097,2.39384430281,248
5,0|2|1|3|0,0,2,0.35,turn_loo,200,2,0.579593023256,2.25500270416,172
5,0|2|1|3|0,0,2,0.35,turn_loo,200,3,0.69406779661,2.76127549555,118
5,0|2|1|3|0,0,2,0.35,turn_loo,200,4,0,0,70
5,0|2|1|3|0,0,2,0.5,oracle_advantage,200,0,0,0.6591,400
5,0|2|1|3|0,0,2,0.5,oracle_advantage,200,1,0,0.136215209961,192
5,0|2|1|3|0,0,2,0.5,oracle_advantage,200,2,0,0.0623776333307,113
5,0|2|1|3|0,0,2,0.5,oracle_advantage,200,3,0,2.24935363401,59
5,0|2|1|3|0,0,2,0.5,oracle_advantage,200,4,0,0,30
5,0|2|1|3|0,0,2,0.5,batch_centered_broadcast,200,0,0.0325,2.155,400
5,0|2|1|3|0,0,2,0.5,batch_centered_broadcast,200,1,0.920572916667,1.97873263889,192
5,0|2|1|3|0,0,2,0.5,batch_centered_broadcast,200,2,0.422566371681,2.29869214504,113
5,0|2|1|3|0,0,2,0.5,batch_centered_broadcast,200,3,0.703389830508,3.33697213444,59
5,0|2|1|3|0,0,2,0.5,batch_centered_broadcast,200,4,-0.8,1.16,30
5,0|2|1|3|0,0,2,0.5,turn_loo,200,0,0.0325,2.155,400
5,0|2|1|3|0,0,2,0.5,turn_loo,200,1,0.920572916667,1.97873263889,192
5,0|2|1|3|0,0,2,0.5,turn_loo,200,2,0.847345132743,1.8560576396,113
5,0|2|1|3|0,0,2,0.5,turn_loo,200,3,1.29661016949,2.8078138466,59
5,0|2|1|3|0,0,2,0.5,turn_loo,200,4,0,0,30
5,0|2|1|3|0,0,2,0.65,oracle_advantage,200,0,0,0.700146095756,400
5,0|2|1|3|0,0,2,0.65,oracle_advantage,200,1,0,0.105968963222,136
5,0|2|1|3|0,0,2,0.65,oracle_advantage,200,2,0,0.175423638305,53
5,0|2|1|3|0,0,2,0.65,oracle_advantage,200,3,0,2.25,14
5,0|2|1|3|0,0,2,0.65,oracle_advantage,200,4,0,0,7
5,0|2|1|3|0,0,2,0.65,batch_centered_broadcast,200,0,0.01766375,1.67,400
5,0|2|1|3|0,0,2,0.65,batch_centered_broadcast,200,1,1.23238602941,1.10467128028,136
5,0|2|1|3|0,0,2,0.65,batch_centered_broadcast,200,2,0.723066037736,1.3620505518,53
5,0|2|1|3|0,0,2,0.65,batch_centered_broadcast,200,3,1.66428571429,2.73979591837,14
5,0|2|1|3|0,0,2,0.65,batch_centered_broadcast,200,4,-0.285714285714,0.489795918367,7
5,0|2|1|3|0,0,2,0.65,turn_loo,200,0,0.01766375,1.67,400
