horizon,stop_rewards,continue_reward,batch_size,stop_probability,estimator,num_seeds,rmse_mean,centered_rmse_mean,spearman_mean,sign_accuracy_mean,gradient_cosine_mean,mean_gradient_cosine,relative_mean_gradient_error,gradient_variance,normalized_gradient_variance,normalized_gradient_mse
3,0|2|1,0,4,0.65,oracle_advantage,200,0,0,0.82,1,0.990847396854,0.999984638386,0.00773378745468,0.035183790625,0.11947239207,0.119532203539
3,0|2|1,0,4,0.65,batch_centered_broadcast,200,0.743378611766,0.261047684957,0.539053924035,0.726351190476,0.904099988839,0.999291240413,0.0406039553861,0.142233263021,0.48297661688,0.484625298073
3,0|2|1,0,4,0.65,turn_loo,200,0.672289858947,0.272847382597,0.618625973836,0.688970238095,0.907949169866,0.99849145252,0.0575410681616,0.139406010417,0.473376212102,0.476687186628
3,0|2|1,0,4,0.8,oracle_advantage,200,0,0,0.615,1,0.989628127594,0.999918706196,0.0638956687749,0.112570975,0.670320687643,0.674403344131
3,0|2|1,0,4,0.8,batch_centered_broadcast,200,0.677138724897,0.193486093051,0.482252461202,0.578630952381,0.939216174146,0.999968555977,0.0303054774749,0.150965430556,0.898946209006,0.899864630971
3,0|2|1,0,4,0.8,turn_loo,200,0.631694161087,0.197913579093,0.514779667567,0.544464285714,0.933816046342,0.999939626287,0.0309735399904,0.154095333333,0.917583682673,0.918543042852
3,0|2|1,0,8,0.2,oracle_advantage,200,0,0,1,1,0.926728346214,0.998989073893,0.0641446215259,0.03628926875,0.340757105901,0.344871638371
3,0|2|1,0,8,0.2,batch_centered_broadcast,200,0.357274518255,0.209261371181,0.642040864208,0.577898143523,0.853734885136,0.998211918832,0.0710521884166,0.0559551651786,0.525420346103,0.530468759582
3,0|2|1,0,8,0.2,turn_loo,200,0.277354522473,0.21075360379,0.80458915775,0.712676282051,0.890775296726,0.998077638411,0.0722914074313,0.0420335529868,0.394696072968,0.399922120557
3,0|2|1,0,8,0.35,oracle_advantage,200,0,0,1,1,0.979674401758,0.999108039942,0.0445384245792,0.0150727734375,0.0648610579562,0.0668447292202
3,0|2|1,0,8,0.35,batch_centered_broadcast,200,0.486132537666,0.266323353704,0.801472103028,0.701037157287,0.924460710667,0.998065447898,0.0641764752748,0.0469918462612,0.202214998882,0.206333618861
3,0|2|1,0,8,0.35,turn_loo,200,0.351726232572,0.271406282482,0.878747492202,0.863388472638,0.957539228589,0.999468203892,0.0329749138309,0.0292755341376,0.125978282913,0.127065627856
3,0|2|1,0,8,0.5,oracle_advantage,200,0,0,1,1,0.994353452015,0.999940441453,0.0114632565181,0.00379682617188,0.01214984375,0.01228125
3,0|2|1,0,8,0.5,batch_centered_broadcast,200,0.593836440755,0.275475818855,0.813139102987,0.813932567433,0.942525078927,0.9988364303,0.0654588396924,0.0456292530293,0.146013609694,0.150298469388
3,0|2|1,0,8,0.5,turn_loo,200,0.412260259479,0.286067998657,0.896913088008,0.917030969031,0.971945421094,0.999942610379,0.0361493061566,0.0294147487245,0.0941271959184,0.095433968254
3,0|2|1,0,8,0.65,oracle_advantage,200,0,0,0.985,1,0.995751320884,0.999990971642,0.00431149030091,0.0176233709961,0.0598430769353,0.0598616658839
3,0|2|1,0,8,0.65,batch_centered_broadcast,200,0.667043955661,0.247782806849,0.679595301736,0.888296148296,0.943532048366,0.999669212123,0.0312953256196,0.0569137400749,0.193260036728,0.194239434134
3,0|2|1,0,8,0.65,turn_loo,200,0.45384541789,0.261179109185,0.812622157013,0.887679265179,0.96173509556,0.999746702132,0.0283978185171,0.0475123107595,0.16133592539,0.162142361487
3,0|2|1,0,8,0.8,oracle_advantage,200,0,0,0.855,1,0.991497941659,0.999892159401,0.0420627531205,0.053778475,0.320231963367,0.322001238567
3,0|2|1,0,8,0.8,batch_centered_broadcast,200,0.654159098454,0.171263234355,0.695743919025,0.816630730381,0.958548619903,0.999876354688,0.022626434506,0.0645793405612,0.384547330895,0.385059286434
3,0|2|1,0,8,0.8,turn_loo,200,0.467473957958,0.181186897021,0.765043925742,0.773954156954,0.960634946967,0.999999493575,0.0177109777008,0.0645994021223,0.384666790458,0.384980469189
3,0|2|1,0,32,0.2,oracle_advantage,200,0,0,1,1,0.980613366643,0.999950687143,0.0156910600238,0.0080856421875,0.075924374507,0.0761705838717
3,0|2|1,0,32,0.2,batch_centered_broadcast,200,0.289885038035,0.230911267266,0.669529234236,0.6009579716,0.973821652827,0.999962768924,0.0172427501819,0.0111468013036,0.104668732193,0.104966044626
3,0|2|1,0,32,0.2,turn_loo,200,0.241773094448,0.230983584224,0.899319283296,0.861630420652,0.980631436198,0.999953085011,0.0172195788004,0.00846107703704,0.0794497167691,0.0797462306632
3,0|2|1,0,32,0.35,oracle_advantage,200,0,0,1,1,0.994929419404,0.999941054705,0.0123983127929,0.00350642846069,0.0150888395259,0.015242557686
3,0|2|1,0,32,0.35,batch_centered_broadcast,200,0.40625976018,0.268942380398,0.82372454759,0.729365052987,0.986982845332,0.999908195173,0.0152126213378,0.0106469431785,0.0458158547543,0.0460472786022
3,0|2|1,0,32,0.35,turn_loo,200,0.286383525629,0.269150297065,0.934816082115,0.957079601676,0.994227539428,0.999919725354,0.0146310559569,0.00556620200532,0.0239524432819,0.0241665110803
3,0|2|1,0,32,0.5,oracle_advantage,200,0,0,1,1,0.998640671816,0.999999467896,0.00108703294568,0.000945065307617,0.00302420898437,0.003025390625
3,0|2|1,0,32,0.5,batch_centered_broadcast,200,0.514503295377,0.270496071422,0.815563950227,0.832191485318,0.99286169603,0.999992639294,0.00466797224503,0.00806379884845,0.025804156315,0.0258259462799
3,0|2|1,0,32,0.5,turn_loo,200,0.295927410576,0.270966382043,0.927337625376,0.993214690518,0.997852852846,0.999999896859,0.00161402441811,0.00358758412505,0.0114802692002,0.011482874275
3,0|2|1,0,32,0.65,oracle_advantage,200,0,0,1,1,0.998802373799,0.999993920735,0.00564005137919,0.00421026930542,0.0142966671937,0.0143284773733
3,0|2|1,0,32,0.65,batch_centered_broadcast,200,0.602099432533,0.231485660578,0.73812800041,0.913162043972,0.994264277685,0.999998009245,0.00675496703076,0.0113763389677,0.0386302443633,0.0386758739429
3,0|2|1,0,32,0.65,turn_loo,200,0.272303516358,0.232560024109,0.94032264548,0.997619047619,0.997603508415,0.999949391634,0.0108201034758,0.00834980025607,0.0283531305803,0.0284702052196
3,0|2|1,0,32,0.8,oracle_advantage,200,0,0,1,1,0.997797459811,0.999999733809,0.00131197021284,0.0117260984375,0.0698248049108,0.0698265261766
3,0|2|1,0,32,0.8,batch_centered_broadcast,200,0.621323965291,0.155117168073,0.842498823998,0.966952360807,0.995123640542,0.999998999389,0.00148564575528,0.0142565934411,0.0848930154409,0.0848952225842
3,0|2|1,0,32,0.8,turn_loo,200,0.225549434582,0.158006735014,0.994981751839,0.960633221997,0.99651532166,0.99999990826,0.000784174385436,0.0135549345912,0.0807148829983,0.0807154979278
3,0|2|1,0,128,0.2,oracle_advantage,200,0,0,1,1,0.994254491106,0.999994180257,0.0042593215282,0.00214446171875,0.0201365470886,0.0201546889085
3,0|2|1,0,128,0.2,batch_centered_broadcast,200,0.272852420117,0.228320540043,0.669093436212,0.634937597405,0.992880490796,0.999991541092,0.00635405166344,0.00299140364042,0.0280893520923,0.0281297260649
3,0|2|1,0,128,0.2,turn_loo,200,0.231161663851,0.228324552081,0.922172834092,0.915839690733,0.994823258181,0.999995967294,0.00491293080834,0.0022635112876,0.0212544254019,0.0212785622911
3,0|2|1,0,128,0.35,oracle_advantage,200,0,0,1,1,0.998602633018,0.9999970469,0.00316469805206,0.000968985277939,0.00416973097431,0.00417974628807
3,0|2|1,0,128,0.35,batch_centered_broadcast,200,0.386796951993,0.267792475018,0.827339066581,0.742505771988,0.997356600384,0.999997734149,0.00347096684949,0.00249207271115,0.0107238706413,0.0107359182522
3,0|2|1,0,128,0.35,turn_loo,200,0.272458547515,0.267804132875,0.952865277208,0.99360288622,0.998830057813,0.999995897463,0.00373089042696,0.00128156723116,0.00551483154707,0.00552875109045
3,0|2|1,0,128,0.5,oracle_advantage,200,0,0,1,1,0.999586470709,0.999995131494,0.00328580413127,0.00028337688446,0.000906806030273,0.000917602539062
3,0|2|1,0,128,0.5,batch_centered_broadcast,200,0.498719366755,0.267237290722,0.820450423508,0.835702291948,0.998628518282,0.999999687585,0.00085723743246,0.00192869215937,0.00617181490998,0.006172549766
3,0|2|1,0,128,0.5,turn_loo,200,0.274891083059,0.267263544803,0.936668315813,1,0.999441683271,0.999993647713,0.00361123355689,0.000870553449408,0.00278577103811,0.00279881204591
3,0|2|1,0,128,0.65,oracle_advantage,200,0,0,1,1,0.999706213168,0.999992460436,0.00607211174111,0.00119267072439,0.00404991110577,0.00408678164677
3,0|2|1,0,128,0.65,batch_centered_broadcast,200,0.588207895958,0.230569763193,0.744943226226,0.91297597134,0.999118330629,0.999984248411,0.00695440633753,0.00227678219691,0.00773119128031,0.00777955504782
3,0|2|1,0,128,0.65,turn_loo,200,0.240296326551,0.230624243145,0.971410755534,1,0.999467893277,0.999985860391,0.00560699755869,0.00174037565009,0.005909733952,0.00594117237363
3,0|2|1,0,128,0.8,oracle_advantage,200,0,0,1,1,0.999447570025,0.999999930958,0.0048890757515,0.00333752858887,0.0198738125766,0.0198977156383
3,0|2|1,0,128,0.8,batch_centered_broadcast,200,0.612565898323,0.158041128262,0.843746807418,0.967066217732,0.999011176853,1,0.00515356156456,0.00410734179081,0.0244577802902,0.024484339487
3,0|2|1,0,128,0.8,turn_loo,200,0.172772479726,0.158174767612,0.998607629131,1,0.999252055245,0.999999896244,0.00522369769928,0.00391498286232,0.023312350314,0.0233396373316
3,0|2|1,0,500,0.2,oracle_advantage,200,0,0,1,1,0.99857948641,0.999997270699,0.0029337563092,0.0005171278768,0.00485584319411,0.00486445012019
3,0|2|1,0,500,0.2,batch_centered_broadcast,200,0.268936248346,0.22840101347,0.670936909337,0.643835750567,0.99824696134,0.999995443661,0.0043696012438,0.000750861365015,0.00705060626704,0.00706969968207
3,0|2|1,0,500,0.2,turn_loo,200,0.229101785178,0.228401271726,0.966258867758,0.980843302942,0.998810862225,0.999997829114,0.00328801356846,0.000547669965023,0.00514263413671,0.00515344516994
3,0|2|1,0,500,0.35,oracle_advantage,200,0,0,1,1,0.999663237849,0.999999699993,0.00121248024797,0.000234211189294,0.00100785602502,0.00100932613337
3,0|2|1,0,500,0.35,batch_centered_broadcast,200,0.381842110717,0.26736707622,0.828047501063,0.744502706123,0.999381455842,0.999999903344,0.00181842170302,0.000628571883733,0.00270486633064,0.00270817298813
3,0|2|1,0,500,0.35,turn_loo,200,0.268518281009,0.267367816384,0.956566098195,1,0.999724810124,0.999999404699,0.00181581249051,0.000325791439753,0.00140194354696,0.00140524072196
3,0|2|1,0,500,0.5,oracle_advantage,200,0,0,1,1,0.99991071427,0.999999975354,0.000234008546852,6.20503875e-05,0.00019856124,0.000198616
3,0|2|1,0,500,0.5,batch_centered_broadcast,200,0.492337618779,0.267418635929,0.818032695789,0.833848733355,0.999649143149,0.999999879789,0.0010333789902,0.00049471547249,0.00158308951197,0.00158415738411
3,0|2|1,0,500,0.5,turn_loo,200,0.269178380941,0.267420259222,0.935953069397,1,0.999888181332,0.999999853902,0.000782525259779,0.000196604604824,0.000629134735435,0.000629747081217
3,0|2|1,0,500,0.65,oracle_advantage,200,0,0,1,1,0.999927176913,0.999999615438,0.00132218767659,0.000293293644294,0.000995927176701,0.000997675356953
3,0|2|1,0,500,0.65,batch_centered_broadcast,200,0.585894351547,0.232066866731,0.74029724059,0.910102315594,0.99973530074,0.999999277016,0.00159940437524,0.00062836828039,0.00213372863542,0.00213628672978
3,0|2|1,0,500,0.65,turn_loo,200,0.234549506593,0.23207025073,0.990449402375,1,0.999867512276,0.999999111219,0.00142984059817,0.000446994629032,0.00151784434322,0.00151988878735
3,0|2|1,0,500,0.8,oracle_advantage,200,0,0,1,1,0.999857314373,0.999999546143,0.00243834413151,0.0007956261728,0.00473767490473,0.00474362042683
3,0|2|1,0,500,0.8,batch_centered_broadcast,200,0.612368803645,0.160899133041,0.843010426436,0.966269421343,0.999767440672,0.999999474522,0.0013539634036,0.000930852367999,0.00554289948551,0.00554473270241
3,0|2|1,0,500,0.8,turn_loo,200,0.164232505405,0.160907019295,0.998606740559,1,0.9998115505,0.999999448678,0.00153185486849,0.000885026927222,0.00527002505253,0.00527237163187
5,0|2|1|3|0,0,2,0.2,oracle_advantage,200,0,0,0.945,1,0.680008497532,0.991300353899,0.142547877156,0.4044919704,1.78290416945,1.80322406673
5,0|2|1|3|0,0,2,0.2,batch_centered_broadcast,200,1.07581821273,0.74889735097,0.290185484609,0.386464285714,0.519196319937,0.990360420721,0.140864140078,1.139245,5.02152034939,5.04136305535
5,0|2|1|3|0,0,2,0.2,turn_loo,200,0.990191716373,0.74889735097,0.262851951713,0.325321428571,0.479380741349,0.984380339598,0.183657943996,1.2219975,5.38627364013,5.42000388052
5,0|2|1|3|0,0,2,0.35,oracle_advantage,200,0,0,0.88,1,0.847246692916,0.99744460989,0.088609766598,0.224578118238,0.73428326106,0.742134951796
5,0|2|1|3|0,0,2,0.35,batch_centered_broadcast,200,1.21982169282,0.769527332528,0.373050415225,0.451035714286,0.544553992561,0.99777601165,0.0882882484937,1.3679395625,4.47263130871,4.48042612353
5,0|2|1|3|0,0,2,0.35,turn_loo,200,1.20625043819,0.769527332528,0.353761151837,0.424321428571,0.543404057606,0.992566745109,0.143567514383,1.45853759375,4.76885169899,4.78946333017
5,0|2|1|3|0,0,2,0.5,oracle_advantage,200,0,0,0.75,1,0.933321650331,0.999181721389,0.0414433733121,0.0780021484375,0.212431382979,0.21414893617
5,0|2|1|3|0,0,2,0.5,batch_centered_broadcast,200,1.16883214044,0.582759704243,0.414722500095,0.466107142857,0.652595925558,0.998848364656,0.0501062700455,1.159859375,3.15876595745,3.16127659574
5,0|2|1|3|0,0,2,0.5,turn_loo,200,1.17598153959,0.582759704243,0.398294779612,0.449607142857,0.65499670758,0.997794045948,0.0689125254958,1.18825625,3.23610212766,3.24085106383
5,0|2|1|3|0,0,2,0.65,oracle_advantage,200,0,0,0.585,1,0.975944889738,0.999987232269,0.0136874527356,0.100159535387,0.301929472578,0.30211681894
5,0|2|1|3|0,0,2,0.65,batch_centered_broadcast,200,1.00337089594,0.38572899562,0.403179371253,0.430833333333,0.799521311207,0.999069483357,0.0473291091898,0.74294659375,2.23960177468,2.24184181926
5,0|2|1|3|0,0,2,0.65,turn_loo,200,1.00995111983,0.38572899562,0.389032609505,0.421,0.796850150618,0.997962518154,0.0668589173609,0.74581196875,2.24823940623,2.25270952106
5,0|2|1|3|0,0,2,0.8,oracle_advantage,200,0,0,0.39,1,0.992740872615,0.999889201618,0.0591064760117,0.21710292192,1.22227343483,1.22576701034
5,0|2|1|3|0,0,2,0.8,batch_centered_broadcast,200,0.757865615509,0.256076097426,0.253091508364,0.318,0.886143751417,0.99904347805,0.0667843144927,0.48595,2.73586265171,2.74032279637
5,0|2|1|3|0,0,2,0.8,turn_loo,200,0.763173366433,0.256076097426,0.25205450717,0.317,0.887079965531,0.999298350946,0.0630731557553,0.512954,2.88789317964,2.89187140261
5,0|2|1|3|0,0,4,0.2,oracle_advantage,200,0,0,1,1,0.770053683715,0.998754796394,0.0536291437929,0.21261449404,0.937153999707,0.940030084771
5,0|2|1|3|0,0,4,0.2,batch_centered_broadcast,200,0.964936587318,0.817153251979,0.405754303773,0.614121669997,0.642813366251,0.994536047534,0.104406767409,0.385760638889,1.70034092594,1.71124169902
5,0|2|1|3|0,0,4,0.2,turn_loo,200,0.99704424539,0.900541031739,0.362293265764,0.526750485625,0.579180580055,0.99322684671,0.116254861355,0.48424575,2.13443981561,2.14795500839
5,0|2|1|3|0,0,4,0.35,oracle_advantage,200,0,0,0.99,1,0.903539357748,0.996987719954,0.0968552993479,0.11074934335,0.36210735771,0.371488306722
5,0|2|1|3|0,0,4,0.35,batch_centered_broadcast,200,1.06623552723,0.800461668845,0.520012859589,0.648358391608,0.715076256574,0.984673471095,0.208367682554,0.405524315104,1.32590707799,1.36932416912
5,0|2|1|3|0,0,4,0.35,turn_loo,200,1.12787338814,0.915632746588,0.457598681932,0.585666847042,0.668581361871,0.987453561039,0.195280045408,0.514278659722,1.68149156434,1.71962586048
5,0|2|1|3|0,0,4,0.5,oracle_advantage,200,0,0,0.945,1,0.963480841116,0.999840905444,0.0180461877863,0.0343481933594,0.0935440159574,0.0938696808511
5,0|2|1|3|0,0,4,0.5,batch_centered_broadcast,200,1.00055555648,0.558145459806,0.634817465902,0.6891501554,0.777409641369,0.99254461291,0.122729015915,0.346483159722,0.943613711584,0.958676122931
5,0|2|1|3|0,0,4,0.5,turn_loo,200,1.00716528943,0.629403723598,0.658297800989,0.64052966478,0.759214671337,0.995631496119,0.0944550126197,0.395864670139,1.07809952719,1.0870212766
5,0|2|1|3|0,0,4,0.65,oracle_advantage,200,0,0,0.82,1,0.983308394379,0.999922920081,0.012878988099,0.0485453829156,0.146339355541,0.146505223875
5,0|2|1|3|0,0,4,0.65,batch_centered_broadcast,200,0.853223855621,0.334380089015,0.666325001412,0.678476370851,0.882859701808,0.999558543063,0.0340354050703,0.239535194444,0.722075383466,0.723233792264
5,0|2|1|3|0,0,4,0.65,turn_loo,200,0.802028876931,0.36527545417,0.701228987439,0.622316919192,0.877363972625,0.999069982515,0.0463559966092,0.240519875,0.725043688776,0.727192567198
5,0|2|1|3|0,0,4,0.8,oracle_advantage,200,0,0,0.615,1,0.992474373814,0.999866146135,0.0636788966934,0.1165228446,0.656015019265,0.660070021149
5,0|2|1|3|0,0,4,0.8,batch_centered_broadcast,200,0.705195759969,0.196943578599,0.480634183412,0.561380952381,0.932603401809,0.999910884431,0.0296440074604,0.183344416667,1.03221554061,1.03309430778
5,0|2|1|3|0,0,4,0.8,turn_loo,200,0.661805208425,0.202960505863,0.513864759195,0.520658730159,0.92778972452,0.999841902855,0.0316037035458,0.186224319444,1.0484291808,1.04942797487
5,0|2|1|3|0,0,8,0.2,oracle_advantage,200,0,0,1,1,0.847743503801,0.999042523719,0.0437789863157,0.1169201026,0.515355937009,0.517272536652
5,0|2|1|3|0,0,8,0.2,batch_centered_broadcast,200,0.92821378079,0.838307332783,0.441915512417,0.712633441498,0.776746297857,0.998806109385,0.0518270449742,0.167345092474,0.737617270412,0.740303313003
5,0|2|1|3|0,0,8,0.2,turn_loo,200,0.928382132323,0.880466365839,0.453890894293,0.647230532041,0.737086825771,0.998683739802,0.0572212068366,0.189287164873,0.834332694273,0.837606960785
5,0|2|1|3|0,0,8,0.35,oracle_advantage,200,0,0,1,1,0.943598232712,0.999523686491,0.0368617109804,0.0505669899026,0.165334425895,0.166693211632
5,0|2|1|3|0,0,8,0.35,batch_centered_broadcast,200,0.978626637047,0.819126760665,0.551204027628,0.694464313273,0.832032016532,0.996029159122,0.0916877174164,0.160234501076,0.523904612379,0.532311249904
5,0|2|1|3|0,0,8,0.35,turn_loo,200,1.01258224106,0.925549484186,0.495318243646,0.664164780202,0.794268732668,0.997612029704,0.0708690358458,0.189824962253,0.620653932836,0.625676353078
5,0|2|1|3|0,0,8,0.5,oracle_advantage,200,0,0,1,1,0.981925650296,0.999954466653,0.00961051687343,0.0153622039795,0.0418374916888,0.0419298537234
5,0|2|1|3|0,0,8,0.5,batch_centered_broadcast,200,0.918155361649,0.608125751872,0.687433275953,0.778647127791,0.887933110031,0.996883604573,0.0795469286113,0.13622086655,0.370984487625,0.377312201476
5,0|2|1|3|0,0,8,0.5,turn_loo,200,0.884691549803,0.717966645527,0.66751014956,0.749277445271,0.869395824082,0.998833958712,0.0499749154281,0.144826008534,0.394419767923,0.396917260096
5,0|2|1|3|0,0,8,0.65,oracle_advantage,200,0,0,0.985,1,0.989664189255,0.999998627961,0.00438916270977,0.0238375376611,0.071857912936,0.0718771776853
5,0|2|1|3|0,0,8,0.65,batch_centered_broadcast,200,0.82612985939,0.361287188535,0.830307836903,0.850796520881,0.91495390162,0.999769096097,0.0222764052027,0.102919847975,0.310250395,0.310746633229
5,0|2|1|3|0,0,8,0.65,turn_loo,200,0.664711750671,0.418144683494,0.818323033079,0.799736398406,0.921344039028,0.999839036316,0.0187217373259,0.0961383897658,0.289807787189,0.290158290638
5,0|2|1|3|0,0,8,0.8,oracle_advantage,200,0,0,0.855,1,0.992399711272,0.999916721407,0.0450261054569,0.05719736028,0.322016918955,0.324044269128
5,0|2|1|3|0,0,8,0.8,batch_centered_broadcast,200,0.690515215721,0.182186331714,0.689722030326,0.790027972028,0.951086732125,0.999835614327,0.0211184895278,0.0791933596939,0.445852773021,0.446298763621
5,0|2|1|3|0,0,8,0.8,turn_loo,200,0.50800305144,0.200824891448,0.75451886564,0.738570845821,0.953820916519,0.999894195108,0.0191628895162,0.0768855727572,0.432860102812,0.433227319147
5,0|2|1|3|0,0,32,0.2,oracle_advantage,200,0,0,1,1,0.954518476636,0.999961429175,0.0107763438387,0.0327521326175,0.14436359205,0.144479721636
5,0|2|1|3|0,0,32,0.2,batch_centered_broadcast,200,0.911114737649,0.855007695686,0.468152711218,0.745084700143,0.939629752949,0.999932818692,0.012405425046,0.0384407614545,0.169437711721,0.169591606292
5,0|2|1|3|0,0,32,0.2,turn_loo,200,0.874175372094,0.862589661327,0.469091251108,0.747501381822,0.934553985452,0.999929230895,0.0123435043711,0.0399171649084,0.175945346152,0.176097708252
5,0|2|1|3|0,0,32,0.35,oracle_advantage,200,0,0,1,1,0.982483567787,0.99993662157,0.0155937005928,0.0132973143196,0.0434770555497,0.0437202190479
5,0|2|1|3|0,0,32,0.35,batch_centered_broadcast,200,0.93844469275,0.853248203694,0.576431524168,0.695342493124,0.958695915768,0.999400193329,0.042545533733,0.034072667995,0.111404396673,0.113214519114
5,0|2|1|3|0,0,32,0.35,turn_loo,200,0.892814949557,0.873351241121,0.589534243504,0.759191319726,0.960817353133,0.999356807738,0.0429872741709,0.0303235362037,0.0991461912012,0.100994096942
5,0|2|1|3|0,0,32,0.5,oracle_advantage,200,0,0,1,1,0.994489152496,0.999999506868,0.00101440956323,0.00441006069183,0.0120103780544,0.0120114070811
5,0|2|1|3|0,0,32,0.5,batch_centered_broadcast,200,0.861162107896,0.669716730038,0.685498379599,0.776559345628,0.971760837839,0.999957156399,0.0132034526805,0.0303500462114,0.0826554450013,0.082829776164
5,0|2|1|3|0,0,32,0.5,turn_loo,200,0.749438637409,0.708112635987,0.698508811319,0.851239391402,0.971609944991,0.999821161652,0.0198313266414,0.0269493002606,0.0733938390075,0.0737871205239
5,0|2|1|3|0,0,32,0.65,oracle_advantage,200,0,0,1,1,0.996698157824,0.999996348768,0.00645702886629,0.00597132443679,0.0180004712564,0.0180421644782
5,0|2|1|3|0,0,32,0.65,batch_centered_broadcast,200,0.78816562847,0.42851052192,0.831848235727,0.862219098454,0.980884631987,0.999942016327,0.0123020043062,0.0225543617272,0.0679897976194,0.0681411369294
5,0|2|1|3|0,0,32,0.65,turn_loo,200,0.550722859843,0.47766793045,0.79481158073,0.897099699669,0.982765233434,0.999971239865,0.0101656853345,0.0194522163129,0.0586384250799,0.0587417662382
