estimator,batch_size,seed,num_seeds,recover_success_probability,num_recovered,num_all_good,num_all_bad,mean_credit_bad_on_recovered,mean_credit_recover_on_recovered,both_positive_fraction_on_recovered,mean_credit_all_bad,mean_credit_all_good,batch_gradient_cosine,batch_gradient_relative_error
outcome_broadcast,2000,9,30,1,523,981,1019,1,1,1,0.51324828263,1,0.997812079295,0.0677200118133
batch_centered_broadcast,2000,9,30,1,523,981,1019,0.248124062031,0.248124062031,1,-0.238871152946,0.248124062031,0.999867266004,0.0191005529741
grpo_style_normalized,2000,9,30,1,523,981,1019,0.574138097861,0.574138097861,1,-0.552727648676,0.574138097861,0.999867266004,1.29077646896
gigpo_style,2000,9,30,1,523,981,1019,1.14827619572,1.54778864693,1,-1.10545529735,1.14827619572,0.9998729628,3.43586180228
oracle_advantage,2000,10,30,1,471,1011,989,-0.25,0.5,0,-0.25,0.25,0.999984707593,0.00777817459305
outcome_broadcast,2000,10,30,1,471,1011,989,1,1,1,0.476238624874,1,0.997679124153,0.0698713102783
batch_centered_broadcast,2000,10,30,1,471,1011,989,0.259129564782,0.259129564782,1,-0.264893822037,0.259129564782,0.999849375441,0.0349584761615
grpo_style_normalized,2000,10,30,1,471,1011,989,0.591073725902,0.591073725902,1,-0.604221978652,0.591073725902,0.999849375441,1.35013419232
gigpo_style,2000,10,30,1,471,1011,989,1.1821474518,1.63957141562,1,-1.2084439573,1.1821474518,0.998503329446,3.54106660685
oracle_advantage,2000,11,30,1,498,995,1005,-0.25,0.5,0,-0.25,0.25,0.999996890581,0.00353553390593
outcome_broadcast,2000,11,30,1,498,995,1005,1,1,1,0.49552238806,1,0.999999494963,0.00509901951359
batch_centered_broadcast,2000,11,30,1,498,995,1005,0.253626813407,0.253626813407,1,-0.251103163522,0.253626813407,0.999999968451,0.00969166339475
grpo_style_normalized,2000,11,30,1,498,995,1005,0.582605060828,0.582605060828,1,-0.576807995546,0.582605060828,0.999999968451,1.31935087579
gigpo_style,2000,11,30,1,498,995,1005,1.16521012166,1.59139897737,1,-1.15361599109,1.16521012166,0.999410294743,3.48689783867
oracle_advantage,2000,12,30,1,509,975,1025,-0.25,0.5,0,-0.25,0.25,0.999923800815,0.0176776695297
outcome_broadcast,2000,12,30,1,509,975,1025,1,1,1,0.496585365854,1,0.999028898311,0.0497393204618
batch_centered_broadcast,2000,12,30,1,509,975,1025,0.258129064532,0.258129064532,1,-0.245537402848,0.258129064532,0.999940541407,0.0209795925906
grpo_style_normalized,2000,12,30,1,509,975,1025,0.589533721737,0.589533721737,1,-0.560775979214,0.589533721737,0.999940541407,1.32477402648
gigpo_style,2000,12,30,1,509,975,1025,1.17906744347,1.59618513458,1,-1.12155195843,1.17906744347,0.999755667768,3.50030698126
oracle_advantage,2000,13,30,1,520,1020,980,-0.25,0.5,0,-0.25,0.25,0.999948988701,0.0141421356237
outcome_broadcast,2000,13,30,1,520,1020,980,1,1,1,0.530612244898,1,0.999807821657,0.0282842712475
batch_centered_broadcast,2000,13,30,1,520,1020,980,0.230115057529,0.230115057529,1,-0.239507508856,0.230115057529,0.999988102532,0.0567153050037
grpo_style_normalized,2000,13,30,1,520,1020,980,0.546405885723,0.546405885723,1,-0.568708166773,0.546405885723,0.999988102532,1.24031227502
gigpo_style,2000,13,30,1,520,1020,980,1.09281177145,1.48675740507,1,-1.13741633355,1.09281177145,0.999578960676,3.33527006081
oracle_advantage,2000,14,30,1,485,990,1010,-0.25,0.5,0,-0.25,0.25,0.999987624298,0.00707106781187
outcome_broadcast,2000,14,30,1,485,990,1010,1,1,1,0.480198019802,1,0.99979600163,0.022360679775
batch_centered_broadcast,2000,14,30,1,485,990,1010,0.262631315658,0.262631315658,1,-0.257430695546,0.262631315658,0.99998711664,0.0351619261697
grpo_style_normalized,2000,14,30,1,485,990,1010,0.596464976803,0.596464976803,1,-0.584653789144,0.596464976803,0.99998711664,1.3501247115
gigpo_style,2000,14,30,1,485,990,1010,1.19292995361,1.63667698751,1,-1.16930757829,1.19292995361,0.999180427466,3.54485297465
oracle_advantage,2000,15,30,1,488,1019,981,-0.25,0.5,0,-0.25,0.25,0.999954008424,0.0134350288425
outcome_broadcast,2000,15,30,1,488,1019,981,1,1,1,0.49745158002,1,0.999110841853,0.0470106370942
batch_centered_broadcast,2000,15,30,1,488,1019,981,0.246623311656,0.246623311656,1,-0.256176508234,0.246623311656,0.999943165317,0.0118860941614
grpo_style_normalized,2000,15,30,1,488,1019,981,0.571828865556,0.571828865556,1,-0.593979219165,0.571828865556,0.999943165317,1.30641723198
gigpo_style,2000,15,30,1,488,1019,981,1.14365773111,1.57673777647,1,-1.18795843833,1.14365773111,0.998898129595,3.45869576906
oracle_advantage,2000,16,30,1,485,1010,990,-0.25,0.5,0,-0.25,0.25,0.999987374295,0.00707106781186
outcome_broadcast,2000,16,30,1,485,1010,990,1,1,1,0.489898989899,1,0.999216684497,0.0412310562562
batch_centered_broadcast,2000,16,30,1,485,1010,990,0.252626313157,0.252626313157,1,-0.257729875039,0.252626313157,0.99995000375,0.0145764336962
grpo_style_normalized,2000,16,30,1,485,1010,990,0.581065565132,0.581065565132,1,-0.592804263417,0.581065565132,0.99995000375,1.3244662148
gigpo_style,2000,16,30,1,485,1010,990,1.16213113026,1.60127174944,1,-1.18560852683,1.16213113026,0.998933794999,3.49377575338
oracle_advantage,2000,17,30,1,516,991,1009,-0.25,0.5,0,-0.25,0.25,0.999989965665,0.00636396103068
outcome_broadcast,2000,17,30,1,516,991,1009,1,1,1,0.511397423191,1,0.999145261397,0.0419761837236
batch_centered_broadcast,2000,17,30,1,516,991,1009,0.246623311656,0.246623311656,1,-0.242223688653,0.246623311656,0.999947603951,0.0159023809852
grpo_style_normalized,2000,17,30,1,516,991,1009,0.571828865556,0.571828865556,1,-0.561627755962,0.571828865556,0.999947603951,1.29038760946
gigpo_style,2000,17,30,1,516,991,1009,1.14365773111,1.54909249498,1,-1.12325551192,1.14365773111,0.999738469636,3.43357259902
oracle_advantage,2000,18,30,1,516,991,1009,-0.25,0.5,0,-0.25,0.25,0.999989965665,0.00636396103068
outcome_broadcast,2000,18,30,1,516,991,1009,1,1,1,0.511397423191,1,0.999145261397,0.0419761837236
batch_centered_broadcast,2000,18,30,1,516,991,1009,0.246623311656,0.246623311656,1,-0.242223688653,0.246623311656,0.999947603951,0.0159023809852
grpo_style_normalized,2000,18,30,1,516,991,1009,0.571828865556,0.571828865556,1,-0.561627755962,0.571828865556,0.999947603951,1.29038760946
gigpo_style,2000,18,30,1,516,991,1009,1.14365773111,1.54909249498,1,-1.12325551192,1.14365773111,0.999738469636,3.43357259902
oracle_advantage,2000,19,30,1,500,1021,979,-0.25,0.5,0,-0.25,0.25,0.999943703638,0.0148492424049
outcome_broadcast,2000,19,30,1,500,1021,979,1,1,1,0.510725229826,1,0.999788544327,0.0296984848098
batch_centered_broadcast,2000,19,30,1,500,1021,979,0.239619809905,0.239619809905,1,-0.249899720034,0.239619809905,0.999986643082,0.0268995652049
grpo_style_normalized,2000,19,30,1,500,1021,979,0.561049785242,0.561049785242,1,-0.585119336805,0.561049785242,0.999986643082,1.27959952079
gigpo_style,2000,19,30,1,500,1021,979,1.12209957048,1.53962876866,1,-1.17023867361,1.12209957048,0.999176166632,3.40848434424
oracle_advantage,2000,20,30,1,505,994,1006,-0.25,0.5,0,-0.25,0.25,0.999995526909,0.00424264068712
outcome_broadcast,2000,20,30,1,505,994,1006,1,1,1,0.501988071571,1,0.999870475234,0.0170880074906
batch_centered_broadcast,2000,20,30,1,505,994,1006,0.250625312656,0.250625312656,1,-0.247635746303,0.250625312656,0.999991968001,0.00404059430291
grpo_style_normalized,2000,20,30,1,505,994,1006,0.577986678394,0.577986678394,1,-0.571092205093,0.577986678394,0.999991968001,1.3073555284
gigpo_style,2000,20,30,1,505,994,1006,1.15597335679,1.57381924069,1,-1.14218441019,1.15597335679,0.999549401327,3.46474339488
oracle_advantage,2000,21,30,1,495,1029,971,-0.25,0.5,0,-0.25,0.25,0.999891776333,0.0205060966544
outcome_broadcast,2000,21,30,1,495,1029,971,1,1,1,0.509783728115,1,0.999282534725,0.0486004115209
batch_centered_broadcast,2000,21,30,1,495,1029,971,0.23811905953,0.23811905953,1,-0.252342443106,0.23811905953,0.999954250327,0.0306303082131
grpo_style_normalized,2000,21,30,1,495,1029,971,0.558739048707,0.558739048707,1,-0.592113780762,0.558739048707,0.999954250327,1.27816486575
gigpo_style,2000,21,30,1,495,1029,971,1.11747809741,1.53916322064,1,-1.18422756152,1.11747809741,0.998956920278,3.4044260771
oracle_advantage,2000,22,30,1,482,1026,974,-0.25,0.5,0,-0.25,0.25,0.999913270688,0.0183847763108
outcome_broadcast,2000,22,30,1,482,1026,974,1,1,1,0.494866529774,1,0.998179162326,0.0672309452559
batch_centered_broadcast,2000,22,30,1,482,1026,974,0.246123061531,0.246123061531,1,-0.259263101777,0.246123061531,0.999882379198,0.0161118358469
grpo_style_normalized,2000,22,30,1,482,1026,974,0.571059094989,0.571059094989,1,-0.601546849547,0.571059094989,0.999882379198,1.30869988335
gigpo_style,2000,22,30,1,482,1026,974,1.14211818998,1.58117725152,1,-1.20309369909,1.14211818998,0.998628926675,3.4616697789
oracle_advantage,2000,23,30,1,494,1009,991,-0.25,0.5,0,-0.25,0.25,0.999989783413,0.00636396103068
outcome_broadcast,2000,23,30,1,494,1009,991,1,1,1,0.498486377397,1,0.999783486392,0.0228473193176
batch_centered_broadcast,2000,23,30,1,494,1009,991,0.248624312156,0.248624312156,1,-0.2531401927,0.248624312156,0.999986321812,0.0055140634558
grpo_style_normalized,2000,23,30,1,494,1009,991,0.574907822443,0.574907822443,1,-0.585350144142,0.574907822443,0.999986321812,1.30831061329
gigpo_style,2000,23,30,1,494,1009,991,1.14981564489,1.57773909649,1,-1.17070028828,1.14981564489,0.999173240896,3.4639712821
oracle_advantage,2000,24,30,1,510,1000,1000,-0.25,0.5,0,-0.25,0.25,1,3.8705645295e-14
outcome_broadcast,2000,24,30,1,510,1000,1000,1,1,1,0.51,1,0.99980005998,0.02
batch_centered_broadcast,2000,24,30,1,510,1000,1000,0.245122561281,0.245122561281,1,-0.245122561281,0.245122561281,0.999987624298,0.0154080286863
grpo_style_normalized,2000,24,30,1,510,1000,1000,0.569519501598,0.569519501598,1,-0.569519501598,0.569519501598,0.999987624298,1.28951870338
gigpo_style,2000,24,30,1,510,1000,1000,1.1390390032,1.5495195212,1,-1.1390390032,1.1390390032,0.999582158987,3.43049805752
oracle_advantage,2000,25,30,1,499,1007,993,-0.25,0.5,0,-0.25,0.25,0.999993831956,0.00494974746831
outcome_broadcast,2000,25,30,1,499,1007,993,1,1,1,0.502517623364,1,0.999960063494,0.011401754251
batch_centered_broadcast,2000,25,30,1,499,1007,993,0.247123561781,0.247123561781,1,-0.250607680477,0.247123561781,0.999997492636,0.00716437669733
grpo_style_normalized,2000,25,30,1,499,1007,993,0.572598621498,0.572598621498,1,-0.580671512435,0.572598621498,0.999997492636,1.30128406415
gigpo_style,2000,25,30,1,499,1007,993,1.145197243,1.56737702983,1,-1.16134302487,1.145197243,0.999307632527,3.45125053523
oracle_advantage,2000,26,30,1,512,973,1027,-0.25,0.5,0,-0.25,0.25,0.999911298238,0.019091883092
outcome_broadcast,2000,26,30,1,512,973,1027,1,1,1,0.498539435248,1,0.998629146863,0.057706152185
batch_centered_broadcast,2000,26,30,1,512,973,1027,0.257628814407,0.257628814407,1,-0.244082606055,0.257628814407,0.999916362255,0.0205727293737
grpo_style_normalized,2000,26,30,1,512,973,1027,0.588763768726,0.588763768726,1,-0.557806374849,0.588763768726,0.999916362255,1.32183663148
gigpo_style,2000,26,30,1,512,973,1027,1.17752753745,1.59148863139,1,-1.1156127497,1.17752753745,0.999804321593,3.49515130725
oracle_advantage,2000,27,30,1,494,996,1004,-0.25,0.5,0,-0.25,0.25,0.999998007982,0.00282842712475
outcome_broadcast,2000,27,30,1,494,996,1004,1,1,1,0.49203187251,1,0.999967744017,0.00894427191
batch_centered_broadcast,2000,27,30,1,494,996,1004,0.255127563782,0.255127563782,1,-0.253094674827,0.255127563782,0.999997975788,0.0145312457936
grpo_style_normalized,2000,27,30,1,494,996,1004,0.584914415278,0.584914415278,1,-0.580253742646,0.584914415278,0.999997975788,1.32562797389
gigpo_style,2000,27,30,1,494,996,1004,1.16982883056,1.60077650234,1,-1.16050748529,1.16982883056,0.999317328941,3.49838904178
oracle_advantage,2000,28,30,1,476,1009,991,-0.25,0.5,0,-0.25,0.25,0.999989783413,0.00636396103068
outcome_broadcast,2000,28,30,1,476,1009,991,1,1,1,0.480322906155,1,0.998408159946,0.057706152185
batch_centered_broadcast,2000,28,30,1,476,1009,991,0.257628814407,0.257628814407,1,-0.262308247969,0.257628814407,0.999897410007,0.0290845020463
grpo_style_normalized,2000,28,30,1,476,1009,991,0.588763768726,0.588763768726,1,-0.599457762507,0.588763768726,0.999897410007,1.34311036772
gigpo_style,2000,28,30,1,476,1009,991,1.17752753745,1.62871559188,1,-1.19891552501,1.17752753745,0.998689784554,3.528462835
oracle_advantage,2000,29,30,1,521,998,1002,-0.25,0.5,0,-0.25,0.25,0.999999500999,0.00141421356237
outcome_broadcast,2000,29,30,1,521,998,1002,1,1,1,0.51996007984,1,0.999029530899,0.0440454310911
batch_centered_broadcast,2000,29,30,1,521,998,1002,0.240620310155,0.240620310155,1,-0.239659750035,0.240620310155,0.99994057977,0.0307373426965
grpo_style_normalized,2000,29,30,1,521,998,1002,0.562590050023,0.562590050023,1,-0.56034418156,0.562590050023,0.99994057977,1.27085454611
gigpo_style,2000,29,30,1,521,998,1002,1.12518010005,1.52324352274,1,-1.12068836312,1.12518010005,0.999755605765,3.39593471701
