estimator,horizon,batch_size,seed,num_seeds,good_success_probability,bad_success_probability,num_distractor_actions,mean_abs_distractor_credit,total_abs_distractor_credit_per_episode,leakage_ratio
grpo_style_normalized,4,1000,1,10,0.8,0.2,2,0.99979803999,2.99939411997,0.749999999998
gigpo_style,4,1000,1,10,0.8,0.2,2,1.79809024809,5.39427074426,0.729560170947
oracle_advantage,4,1000,2,10,0.8,0.2,2,0,0,0
outcome_broadcast,4,1000,2,10,0.8,0.2,2,0.502,1.506,0.749999999996
batch_centered_broadcast,4,1000,2,10,0.8,0.2,2,0.500492492492,1.50147747748,0.749999999996
grpo_style_normalized,4,1000,2,10,0.8,0.2,2,0.99979203996,2.99937611988,0.749999999998
gigpo_style,4,1000,2,10,0.8,0.2,2,1.78880609856,5.36641829569,0.728538767982
oracle_advantage,4,1000,3,10,0.8,0.2,2,0,0,0
outcome_broadcast,4,1000,3,10,0.8,0.2,2,0.487,1.461,0.749999999996
batch_centered_broadcast,4,1000,3,10,0.8,0.2,2,0.500162162162,1.50048648649,0.749999999996
grpo_style_normalized,4,1000,3,10,0.8,0.2,2,0.999461982864,2.99838594859,0.749999999998
gigpo_style,4,1000,3,10,0.8,0.2,2,1.83672553673,5.51017661018,0.733799814568
oracle_advantage,4,1000,4,10,0.8,0.2,2,0,0,0
outcome_broadcast,4,1000,4,10,0.8,0.2,2,0.494,1.482,0.749999999996
batch_centered_broadcast,4,1000,4,10,0.8,0.2,2,0.500428428428,1.50128528529,0.749999999996
grpo_style_normalized,4,1000,4,10,0.8,0.2,2,0.999728037403,2.99918411221,0.749999999998
gigpo_style,4,1000,4,10,0.8,0.2,2,1.79698384726,5.39095154179,0.729452531099
oracle_advantage,4,1000,5,10,0.8,0.2,2,0,0,0
outcome_broadcast,4,1000,5,10,0.8,0.2,2,0.492,1.476,0.749999999996
batch_centered_broadcast,4,1000,5,10,0.8,0.2,2,0.500372372372,1.50111711712,0.749999999996
grpo_style_normalized,4,1000,5,10,0.8,0.2,2,0.999672031804,2.99901609541,0.749999999998
gigpo_style,4,1000,5,10,0.8,0.2,2,1.81515986167,5.44547958501,0.731445074057
oracle_advantage,4,1000,6,10,0.8,0.2,2,0,0,0
outcome_broadcast,4,1000,6,10,0.8,0.2,2,0.52,1.56,0.749999999996
batch_centered_broadcast,4,1000,6,10,0.8,0.2,2,0.4996996997,1.4990990991,0.749999999996
grpo_style_normalized,4,1000,6,10,0.8,0.2,2,0.998999719768,2.9969991593,0.749999999998
gigpo_style,4,1000,6,10,0.8,0.2,2,1.81029439608,5.43088318823,0.7310498039
oracle_advantage,4,1000,7,10,0.8,0.2,2,0,0,0
outcome_broadcast,4,1000,7,10,0.8,0.2,2,0.5,1.5,0.749999999996
batch_centered_broadcast,4,1000,7,10,0.8,0.2,2,0.5005005005,1.5015015015,0.749999999996
grpo_style_normalized,4,1000,7,10,0.8,0.2,2,0.999800039992,2.99940011998,0.749999999998
gigpo_style,4,1000,7,10,0.8,0.2,2,1.80244716424,5.40734149271,0.730037011854
oracle_advantage,4,1000,8,10,0.8,0.2,2,0,0,0
outcome_broadcast,4,1000,8,10,0.8,0.2,2,0.507,1.521,0.749999999996
batch_centered_broadcast,4,1000,8,10,0.8,0.2,2,0.500402402402,1.50120720721,0.749999999996
grpo_style_normalized,4,1000,8,10,0.8,0.2,2,0.999702035193,2.99910610558,0.749999999998
gigpo_style,4,1000,8,10,0.8,0.2,2,1.80836194201,5.42508582603,0.730701489491
oracle_advantage,4,1000,9,10,0.8,0.2,2,0,0,0
outcome_broadcast,4,1000,9,10,0.8,0.2,2,0.502,1.506,0.749999999996
batch_centered_broadcast,4,1000,9,10,0.8,0.2,2,0.500492492492,1.50147747748,0.749999999996
grpo_style_normalized,4,1000,9,10,0.8,0.2,2,0.99979203996,2.99937611988,0.749999999998
gigpo_style,4,1000,9,10,0.8,0.2,2,1.81980988206,5.45942964617,0.731923796717
oracle_advantage,8,1000,0,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,0,10,0.8,0.2,2,0.483,3.381,0.874999999998
batch_centered_broadcast,8,1000,0,10,0.8,0.2,2,0.499921921922,3.49945345345,0.874999999998
grpo_style_normalized,8,1000,0,10,0.8,0.2,2,0.999221872876,6.99455311014,0.874999999999
gigpo_style,8,1000,0,10,0.8,0.2,2,1.81199077447,12.6839354213,0.863888289287
oracle_advantage,8,1000,1,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,1,10,0.8,0.2,2,0.512,3.584,0.874999999998
batch_centered_broadcast,8,1000,1,10,0.8,0.2,2,0.500212212212,3.50148548549,0.874999999998
grpo_style_normalized,8,1000,1,10,0.8,0.2,2,0.999511998519,6.99658398964,0.874999999999
gigpo_style,8,1000,1,10,0.8,0.2,2,1.81942271783,12.7359590248,0.864334828613
oracle_advantage,8,1000,2,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,2,10,0.8,0.2,2,0.477,3.339,0.874999999998
batch_centered_broadcast,8,1000,2,10,0.8,0.2,2,0.499441441441,3.49609009009,0.874999999998
grpo_style_normalized,8,1000,2,10,0.8,0.2,2,0.998741479759,6.99119035832,0.874999999999
gigpo_style,8,1000,2,10,0.8,0.2,2,1.76261057595,12.3382740317,0.860664284366
oracle_advantage,8,1000,3,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,3,10,0.8,0.2,2,0.493,3.451,0.874999999998
batch_centered_broadcast,8,1000,3,10,0.8,0.2,2,0.500402402402,3.50281681682,0.874999999998
grpo_style_normalized,8,1000,3,10,0.8,0.2,2,0.999702035193,6.99791424635,0.874999999999
gigpo_style,8,1000,3,10,0.8,0.2,2,1.81954784951,12.7368349465,0.864320599842
oracle_advantage,8,1000,4,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,4,10,0.8,0.2,2,0.513,3.591,0.874999999998
batch_centered_broadcast,8,1000,4,10,0.8,0.2,2,0.500162162162,3.50113513514,0.874999999998
grpo_style_normalized,8,1000,4,10,0.8,0.2,2,0.999461982864,6.99623388005,0.874999999999
gigpo_style,8,1000,4,10,0.8,0.2,2,1.81944481258,12.7361136881,0.864342120278
oracle_advantage,8,1000,5,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,5,10,0.8,0.2,2,0.502,3.514,0.874999999998
batch_centered_broadcast,8,1000,5,10,0.8,0.2,2,0.500492492492,3.50344744745,0.874999999998
grpo_style_normalized,8,1000,5,10,0.8,0.2,2,0.99979203996,6.99854427972,0.874999999999
gigpo_style,8,1000,5,10,0.8,0.2,2,1.83860782374,12.8702547662,0.86552752181
oracle_advantage,8,1000,6,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,6,10,0.8,0.2,2,0.497,3.479,0.874999999998
batch_centered_broadcast,8,1000,6,10,0.8,0.2,2,0.500482482482,3.50337737738,0.874999999998
grpo_style_normalized,8,1000,6,10,0.8,0.2,2,0.999782039831,6.99847427882,0.874999999999
gigpo_style,8,1000,6,10,0.8,0.2,2,1.80256084844,12.6179259391,0.86320742637
oracle_advantage,8,1000,7,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,7,10,0.8,0.2,2,0.504,3.528,0.874999999998
batch_centered_broadcast,8,1000,7,10,0.8,0.2,2,0.500468468468,3.50327927928,0.874999999998
grpo_style_normalized,8,1000,7,10,0.8,0.2,2,0.999768039481,6.99837627637,0.874999999999
gigpo_style,8,1000,7,10,0.8,0.2,2,1.80255182797,12.6178627958,0.863208489
oracle_advantage,8,1000,8,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,8,10,0.8,0.2,2,0.5,3.5,0.874999999998
batch_centered_broadcast,8,1000,8,10,0.8,0.2,2,0.5005005005,3.5035035035,0.874999999998
grpo_style_normalized,8,1000,8,10,0.8,0.2,2,0.999800039992,6.99860027994,0.874999999999
gigpo_style,8,1000,8,10,0.8,0.2,2,1.77726906545,12.4408834582,0.861528177037
oracle_advantage,8,1000,9,10,0.8,0.2,2,0,0,0
outcome_broadcast,8,1000,9,10,0.8,0.2,2,0.498,3.486,0.874999999998
batch_centered_broadcast,8,1000,9,10,0.8,0.2,2,0.500492492492,3.50344744745,0.874999999998
grpo_style_normalized,8,1000,9,10,0.8,0.2,2,0.99979203996,6.99854427972,0.874999999999
gigpo_style,8,1000,9,10,0.8,0.2,2,1.83327486941,12.8329240859,0.865189079448
oracle_advantage,16,1000,0,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,0,10,0.8,0.2,2,0.496,7.44,0.937499999999
batch_centered_broadcast,16,1000,0,10,0.8,0.2,2,0.500468468468,7.50702702703,0.937499999999
grpo_style_normalized,16,1000,0,10,0.8,0.2,2,0.999768039481,14.9965205922,0.937499999999
gigpo_style,16,1000,0,10,0.8,0.2,2,1.7854131571,26.7811973565,0.930525186807
oracle_advantage,16,1000,1,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,1,10,0.8,0.2,2,0.479,7.185,0.937499999999
batch_centered_broadcast,16,1000,1,10,0.8,0.2,2,0.499617617618,7.49426426426,0.937499999999
grpo_style_normalized,16,1000,1,10,0.8,0.2,2,0.998917650722,14.9837647608,0.937499999999
gigpo_style,16,1000,1,10,0.8,0.2,2,1.81266360734,27.1899541101,0.93155236002
oracle_advantage,16,1000,2,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,2,10,0.8,0.2,2,0.489,7.335,0.937499999999
batch_centered_broadcast,16,1000,2,10,0.8,0.2,2,0.500258258258,7.50387387387,0.937499999999
grpo_style_normalized,16,1000,2,10,0.8,0.2,2,0.999558010713,14.9933701607,0.937499999999
gigpo_style,16,1000,2,10,0.8,0.2,2,1.77427256476,26.6140884713,0.93013309565
oracle_advantage,16,1000,3,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,3,10,0.8,0.2,2,0.467,7.005,0.937499999999
batch_centered_broadcast,16,1000,3,10,0.8,0.2,2,0.49832032032,7.4748048048,0.937499999999
grpo_style_normalized,16,1000,3,10,0.8,0.2,2,0.997619663057,14.9642949459,0.937499999999
gigpo_style,16,1000,3,10,0.8,0.2,2,1.8036140672,27.0542110079,0.931315763184
oracle_advantage,16,1000,4,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,4,10,0.8,0.2,2,0.513,7.695,0.937499999999
batch_centered_broadcast,16,1000,4,10,0.8,0.2,2,0.500162162162,7.50243243243,0.937499999999
grpo_style_normalized,16,1000,4,10,0.8,0.2,2,0.999461982864,14.991929743,0.937499999999
gigpo_style,16,1000,4,10,0.8,0.2,2,1.80176061783,27.0264092674,0.931131747922
oracle_advantage,16,1000,5,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,5,10,0.8,0.2,2,0.482,7.23,0.937499999999
batch_centered_broadcast,16,1000,5,10,0.8,0.2,2,0.499851851852,7.49777777778,0.937499999999
grpo_style_normalized,16,1000,5,10,0.8,0.2,2,0.99915182993,14.9872774489,0.937499999999
gigpo_style,16,1000,5,10,0.8,0.2,2,1.78665564228,26.7998346342,0.930609970705
oracle_advantage,16,1000,6,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,6,10,0.8,0.2,2,0.483,7.245,0.937499999999
batch_centered_broadcast,16,1000,6,10,0.8,0.2,2,0.499921921922,7.49882882883,0.937499999999
grpo_style_normalized,16,1000,6,10,0.8,0.2,2,0.999221872876,14.9883280931,0.937499999999
gigpo_style,16,1000,6,10,0.8,0.2,2,1.79859930864,26.9789896296,0.931034480526
oracle_advantage,16,1000,7,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,7,10,0.8,0.2,2,0.494,7.41,0.937499999999
batch_centered_broadcast,16,1000,7,10,0.8,0.2,2,0.500428428428,7.50642642643,0.937499999999
grpo_style_normalized,16,1000,7,10,0.8,0.2,2,0.999728037403,14.995920561,0.937499999999
gigpo_style,16,1000,7,10,0.8,0.2,2,1.81372510486,27.205876573,0.931537979761
oracle_advantage,16,1000,8,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,8,10,0.8,0.2,2,0.533,7.995,0.937499999999
batch_centered_broadcast,16,1000,8,10,0.8,0.2,2,0.49832032032,7.4748048048,0.937499999999
grpo_style_normalized,16,1000,8,10,0.8,0.2,2,0.997619663057,14.9642949459,0.937499999999
gigpo_style,16,1000,8,10,0.8,0.2,2,1.80113120481,27.0169680721,0.931227593311
oracle_advantage,16,1000,9,10,0.8,0.2,2,0,0,0
outcome_broadcast,16,1000,9,10,0.8,0.2,2,0.511,7.665,0.937499999999
batch_centered_broadcast,16,1000,9,10,0.8,0.2,2,0.500258258258,7.50387387387,0.937499999999
grpo_style_normalized,16,1000,9,10,0.8,0.2,2,0.999558010713,14.9933701607,0.937499999999
gigpo_style,16,1000,9,10,0.8,0.2,2,1.80921396657,27.1382094985,0.931389858686
oracle_advantage,32,1000,0,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,0,10,0.8,0.2,2,0.501,15.531,0.968749999999
batch_centered_broadcast,32,1000,0,10,0.8,0.2,2,0.500498498498,15.5154534535,0.968749999999
grpo_style_normalized,32,1000,0,10,0.8,0.2,2,0.99979803999,30.9937392397,0.96875
gigpo_style,32,1000,0,10,0.8,0.2,2,1.83160700464,56.7798171439,0.965981353499
oracle_advantage,32,1000,1,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,1,10,0.8,0.2,2,0.479,14.849,0.968749999999
batch_centered_broadcast,32,1000,1,10,0.8,0.2,2,0.499617617618,15.4881461461,0.968749999999
grpo_style_normalized,32,1000,1,10,0.8,0.2,2,0.998917650721,30.9664471724,0.96875
gigpo_style,32,1000,1,10,0.8,0.2,2,1.76533982914,54.7255347035,0.964779326382
oracle_advantage,32,1000,2,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,2,10,0.8,0.2,2,0.484,15.004,0.968749999999
batch_centered_broadcast,32,1000,2,10,0.8,0.2,2,0.499987987988,15.4996276276,0.968749999999
grpo_style_normalized,32,1000,2,10,0.8,0.2,2,0.999287908874,30.9779251751,0.96875
gigpo_style,32,1000,2,10,0.8,0.2,2,1.79292274624,55.5806051336,0.965289957503
oracle_advantage,32,1000,3,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,3,10,0.8,0.2,2,0.511,15.841,0.968749999999
batch_centered_broadcast,32,1000,3,10,0.8,0.2,2,0.500258258258,15.508006006,0.968749999999
grpo_style_normalized,32,1000,3,10,0.8,0.2,2,0.999558010713,30.9862983321,0.96875
gigpo_style,32,1000,3,10,0.8,0.2,2,1.79021422639,55.4966410181,0.96523019916
oracle_advantage,32,1000,4,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,4,10,0.8,0.2,2,0.51,15.81,0.968749999999
batch_centered_broadcast,32,1000,4,10,0.8,0.2,2,0.5003003003,15.5093093093,0.968749999999
grpo_style_normalized,32,1000,4,10,0.8,0.2,2,0.999600019997,30.9876006199,0.96875
gigpo_style,32,1000,4,10,0.8,0.2,2,1.82214667323,56.4865468702,0.965817311984
oracle_advantage,32,1000,5,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,5,10,0.8,0.2,2,0.501,15.531,0.968749999999
batch_centered_broadcast,32,1000,5,10,0.8,0.2,2,0.500498498498,15.5154534535,0.968749999999
grpo_style_normalized,32,1000,5,10,0.8,0.2,2,0.99979803999,30.9937392397,0.96875
gigpo_style,32,1000,5,10,0.8,0.2,2,1.78375934638,55.2965397378,0.965100681722
oracle_advantage,32,1000,6,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,6,10,0.8,0.2,2,0.504,15.624,0.968749999999
batch_centered_broadcast,32,1000,6,10,0.8,0.2,2,0.500468468468,15.5145225225,0.968749999999
grpo_style_normalized,32,1000,6,10,0.8,0.2,2,0.999768039481,30.9928092239,0.96875
gigpo_style,32,1000,6,10,0.8,0.2,2,1.78256635982,55.2595571545,0.965079152217
oracle_advantage,32,1000,7,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,7,10,0.8,0.2,2,0.531,16.461,0.968749999999
batch_centered_broadcast,32,1000,7,10,0.8,0.2,2,0.498576576577,15.4558738739,0.968749999999
grpo_style_normalized,32,1000,7,10,0.8,0.2,2,0.997876189469,30.9341618735,0.96875
gigpo_style,32,1000,7,10,0.8,0.2,2,1.80978504039,56.103336252,0.965649162044
oracle_advantage,32,1000,8,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,8,10,0.8,0.2,2,0.482,14.942,0.968749999999
batch_centered_broadcast,32,1000,8,10,0.8,0.2,2,0.499851851852,15.4954074074,0.968749999999
grpo_style_normalized,32,1000,8,10,0.8,0.2,2,0.99915182993,30.9737067278,0.96875
gigpo_style,32,1000,8,10,0.8,0.2,2,1.82870604516,56.6898874,0.965950498324
oracle_advantage,32,1000,9,10,0.8,0.2,2,0,0,0
outcome_broadcast,32,1000,9,10,0.8,0.2,2,0.475,14.725,0.968749999999
batch_centered_broadcast,32,1000,9,10,0.8,0.2,2,0.499249249249,15.4767267267,0.968749999999
grpo_style_normalized,32,1000,9,10,0.8,0.2,2,0.998549257814,30.9550269922,0.96875
gigpo_style,32,1000,9,10,0.8,0.2,2,1.77790253284,55.1149785181,0.965031940364
